Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Study_Efficiency,Support_Score,Wellbeing_Score,Academic_History,Motivation_Resources,Attendance_Study
21,90,0,1,0,8,60,1,1,1,0,1.0,1,0,2,0,1.0,0.0,0,66,0.23076923076923078,3.0,10,42.3,1,1890
20,80,0,0,0,6,77,0,1,0,1,2.0,0,0,3,0,0.0,0.0,1,64,0.24691358024691357,3.0,9,53.9,0,1600
15,86,1,1,0,7,79,1,1,1,0,1.0,1,1,3,1,0.0,1.0,0,64,0.1724137931034483,4.0,10,55.599999999999994,1,1290
24,80,1,2,1,7,97,1,1,0,0,2.0,0,1,4,0,0.0,1.0,0,69,0.2962962962962963,6.0,11,67.89999999999999,2,1920
26,80,2,0,0,8,73,2,1,1,1,1.0,1,1,3,0,0.0,0.0,1,69,0.32098765432098764,4.0,11,51.39999999999999,0,2080
10,67,1,1,0,4,65,1,0,3,1,1.0,1,2,3,0,0.0,0.0,1,61,0.14705882352941177,3.0,7,46.4,1,670
15,71,2,2,0,8,60,1,1,0,0,2.0,0,0,3,0,0.0,2.0,0,62,0.20833333333333334,7.0,11,42.0,2,1065
15,66,0,1,0,7,53,1,1,2,1,2.0,1,0,3,0,1.0,0.0,0,61,0.22388059701492538,4.0,10,37.699999999999996,1,990
14,68,1,1,1,8,53,2,1,1,1,2.0,0,2,2,0,1.0,0.0,0,63,0.2028985507246377,5.0,10,37.39999999999999,2,952
25,99,1,0,0,5,79,0,1,2,0,1.0,1,2,4,0,1.0,0.0,0,71,0.25,3.0,9,55.9,0,2475
19,66,2,2,1,8,59,1,1,1,1,0.0,1,2,2,0,2.0,1.0,0,65,0.2835820895522388,5.0,10,41.599999999999994,2,1254
18,71,2,2,1,9,93,1,1,1,0,2.0,0,1,4,0,1.0,1.0,1,68,0.25,7.0,13,65.39999999999999,2,1278
8,84,2,2,0,7,80,1,1,1,2,2.0,1,2,4,0,0.0,1.0,1,67,0.09411764705882353,7.0,11,56.3,2,672
24,84,0,2,1,6,93,2,1,2,0,1.0,1,1,1,0,0.0,0.0,0,70,0.2823529411764706,4.0,7,65.69999999999999,4,2016
13,66,2,1,1,6,71,1,1,3,1,1.0,1,1,3,0,0.0,0.0,1,64,0.19402985074626866,5.0,9,50.599999999999994,1,858
20,92,1,2,0,8,80,2,1,0,1,1.0,0,1,3,0,1.0,0.0,1,71,0.21505376344086022,5.0,11,56.0,4,1840
22,91,2,1,1,8,76,0,1,2,1,1.0,1,1,3,0,1.0,1.0,0,71,0.2391304347826087,5.0,11,53.8,0,2002
28,69,1,2,0,8,99,0,1,0,2,1.0,0,0,3,0,0.0,1.0,0,67,0.4,5.0,11,69.3,0,1932
12,72,1,0,1,7,90,1,1,0,2,1.0,1,2,3,0,2.0,2.0,1,63,0.1643835616438356,3.0,10,62.99999999999999,0,864
2,98,0,2,1,7,80,2,1,2,0,2.0,1,1,1,0,0.0,0.0,1,66,0.020202020202020204,5.0,8,56.6,4,196
21,93,1,0,1,7,80,1,1,3,2,1.0,1,1,1,0,0.0,1.0,1,70,0.22340425531914893,3.0,8,56.9,0,1953
31,88,1,0,0,6,62,1,1,2,0,1.0,0,2,4,0,0.0,0.0,1,70,0.34831460674157305,3.0,10,44.0,0,2728
27,63,0,1,1,8,87,1,1,3,0,2.0,0,2,3,0,0.0,0.0,0,67,0.421875,4.0,11,61.8,1,1701
21,77,0,1,0,7,99,2,1,3,1,2.0,1,1,3,0,2.0,0.0,1,69,0.2692307692307692,4.0,10,70.2,2,1617
17,82,2,0,0,9,56,0,1,3,2,1.0,1,2,2,0,0.0,0.0,0,66,0.20481927710843373,4.0,11,40.099999999999994,0,1394
25,67,1,2,0,9,82,1,1,1,1,1.0,1,2,3,0,2.0,2.0,0,67,0.36764705882352944,5.0,12,57.699999999999996,2,1675
14,78,2,1,1,7,76,1,1,0,2,1.0,1,0,2,1,1.0,0.0,0,65,0.17721518987341772,5.0,9,53.199999999999996,1,1092
23,84,2,2,1,8,93,1,1,1,2,1.0,1,2,3,0,2.0,2.0,1,72,0.27058823529411763,6.0,11,65.39999999999999,2,1932
23,73,2,2,0,6,50,1,1,1,1,1.0,1,2,3,0,1.0,0.0,1,68,0.3108108108108108,6.0,9,35.3,2,1679
26,91,2,1,1,7,57,0,1,3,1,1.0,1,0,3,0,1.0,0.0,1,72,0.2826086956521739,5.0,10,40.8,0,2366
37,94,2,1,1,8,52,2,1,1,0,1.0,0,2,3,0,2.0,0.0,1,76,0.3894736842105263,5.0,11,36.699999999999996,2,3478
22,73,1,0,1,5,58,1,1,4,0,1.0,1,2,3,1,1.0,0.0,0,65,0.2972972972972973,3.0,8,41.8,0,1606
17,94,0,1,0,8,85,1,1,1,1,0.0,1,2,4,0,0.0,0.0,1,68,0.17894736842105263,2.0,12,59.79999999999999,1,1598
20,64,1,1,1,6,57,1,1,3,0,2.0,1,1,4,0,1.0,0.0,0,65,0.3076923076923077,5.0,10,40.8,1,1280
9,94,1,1,1,6,81,0,1,0,0,2.0,1,2,3,0,0.0,0.0,1,66,0.09473684210526316,5.0,9,56.699999999999996,0,846
16,66,0,1,0,6,93,1,1,7,0,1.0,1,0,2,0,0.0,2.0,1,63,0.23880597014925373,3.0,8,67.19999999999999,1,1056
18,63,1,0,0,7,52,1,1,2,2,2.0,1,2,3,0,2.0,1.0,0,63,0.28125,4.0,10,37.0,0,1134
17,86,1,1,1,5,51,1,1,2,0,1.0,0,1,2,0,2.0,1.0,1,66,0.19540229885057472,4.0,7,36.3,1,1462
21,79,2,0,1,8,99,1,1,2,0,2.0,1,2,4,0,0.0,0.0,1,69,0.2625,5.0,12,69.89999999999999,0,1659
15,96,1,2,1,7,84,2,1,3,1,0.0,1,2,1,0,2.0,0.0,1,72,0.15463917525773196,4.0,8,59.699999999999996,4,1440
27,75,1,0,1,10,57,1,1,3,2,0.0,1,0,3,0,0.0,0.0,1,66,0.35526315789473684,2.0,13,40.8,0,2025
20,71,1,1,1,7,65,1,0,2,1,1.0,1,0,4,0,0.0,1.0,0,64,0.2777777777777778,3.0,11,46.1,1,1420
20,80,1,0,1,8,99,0,1,0,0,2.0,0,2,3,0,0.0,,1,67,0.24691358024691357,4.0,11,69.3,0,1600
18,78,2,2,1,6,61,0,1,1,0,1.0,0,2,5,0,0.0,0.0,1,67,0.22784810126582278,6.0,11,42.99999999999999,0,1404
21,74,0,1,1,5,88,1,1,1,1,2.0,1,1,1,0,1.0,0.0,1,66,0.28,4.0,6,61.89999999999999,1,1554
25,88,1,0,1,8,62,0,1,2,0,1.0,1,1,2,0,0.0,0.0,0,68,0.2808988764044944,3.0,10,44.0,0,2200
15,90,1,1,0,5,70,1,1,0,1,1.0,0,1,2,0,0.0,1.0,1,65,0.16483516483516483,4.0,7,49.0,1,1350
16,94,1,2,1,8,94,2,1,2,0,2.0,0,0,3,0,0.0,0.0,1,71,0.16842105263157894,6.0,11,66.39999999999999,4,1504
18,99,1,2,1,10,51,1,1,1,1,0.0,1,1,4,0,2.0,0.0,1,71,0.18,4.0,14,35.99999999999999,2,1782
12,71,1,1,1,8,65,1,1,1,1,2.0,0,1,2,0,0.0,1.0,1,62,0.16666666666666666,5.0,10,45.8,1,852
15,89,1,2,1,8,74,0,1,2,1,2.0,1,2,2,0,1.0,0.0,1,69,0.16666666666666666,6.0,10,52.4,0,1335
17,76,1,0,0,7,81,0,1,4,2,1.0,0,1,2,0,0.0,0.0,1,65,0.22077922077922077,3.0,9,57.9,0,1292
25,87,2,0,0,6,51,0,1,3,1,1.0,1,1,3,0,2.0,0.0,1,70,0.2840909090909091,4.0,9,36.599999999999994,0,2175
22,79,1,1,1,7,71,1,1,2,0,,0,1,2,0,1.0,1.0,1,66,0.275,,9,50.3,1,1738
21,100,1,1,0,6,67,1,1,0,2,1.0,1,2,3,0,0.0,2.0,1,70,0.2079207920792079,4.0,9,46.9,1,2100
25,89,1,2,0,5,51,0,1,2,1,2.0,0,0,2,0,2.0,1.0,0,70,0.2777777777777778,6.0,7,36.3,0,2225
19,98,0,2,1,7,68,1,1,1,0,1.0,0,1,4,0,0.0,1.0,0,69,0.1919191919191919,4.0,11,47.89999999999999,2,1862
22,93,2,0,1,9,97,1,1,2,1,1.0,1,1,3,1,0.0,0.0,1,71,0.23404255319148937,4.0,12,68.49999999999999,0,2046
19,96,1,1,0,5,64,1,1,1,1,1.0,1,1,3,0,0.0,0.0,1,69,0.1958762886597938,4.0,8,45.099999999999994,1,1824
22,93,2,1,0,9,79,1,1,2,1,2.0,1,2,2,0,2.0,0.0,0,73,0.23404255319148937,6.0,11,55.9,1,2046
17,78,1,1,1,9,65,0,1,1,1,2.0,1,1,4,0,0.0,1.0,0,65,0.21518987341772153,5.0,13,45.8,0,1326
5,70,2,2,1,8,55,1,1,3,0,1.0,1,1,3,0,0.0,0.0,1,62,0.07042253521126761,6.0,11,39.4,2,350
19,75,1,2,0,8,64,1,1,2,2,0.0,1,0,5,0,2.0,1.0,0,67,0.25,4.0,13,45.4,2,1425
29,61,0,1,1,7,74,2,1,1,1,1.0,1,1,3,0,2.0,1.0,1,65,0.46774193548387094,3.0,10,52.099999999999994,2,1769
26,81,0,1,0,7,65,0,1,1,1,1.0,1,1,3,0,0.0,2.0,1,65,0.3170731707317073,3.0,10,45.8,0,2106
26,80,1,2,1,6,81,1,1,0,1,1.0,1,1,2,0,1.0,0.0,0,70,0.32098765432098764,5.0,8,56.699999999999996,2,2080
27,81,1,1,1,7,97,0,1,1,1,1.0,1,1,2,0,1.0,0.0,0,70,0.32926829268292684,4.0,9,68.19999999999999,0,2187
21,99,1,2,1,7,53,1,1,0,1,0.0,1,1,4,0,2.0,0.0,0,71,0.21,4.0,11,37.099999999999994,2,2079
21,96,2,0,0,10,86,0,1,1,0,2.0,1,1,3,0,1.0,0.0,1,71,0.21649484536082475,5.0,13,60.49999999999999,0,2016
16,66,1,1,1,8,50,0,1,1,1,2.0,1,1,4,0,0.0,1.0,1,62,0.23880597014925373,5.0,12,35.3,0,1056
18,75,1,0,0,7,50,1,1,4,0,1.0,1,2,2,0,2.0,0.0,0,65,0.23684210526315788,3.0,9,36.2,0,1350
24,77,2,1,1,7,57,1,1,3,1,2.0,1,2,2,0,1.0,2.0,1,84,0.3076923076923077,6.0,9,40.8,1,1848
27,74,1,1,1,6,74,1,1,2,1,2.0,1,1,2,0,1.0,2.0,1,68,0.36,5.0,8,52.4,1,1998
19,92,2,1,1,6,52,1,1,3,2,1.0,1,2,1,0,0.0,0.0,1,70,0.20430107526881722,5.0,7,37.3,1,1748
17,81,1,2,0,8,86,1,1,1,1,1.0,0,1,3,0,2.0,0.0,1,68,0.2073170731707317,5.0,11,60.49999999999999,2,1377
20,83,1,1,0,6,51,1,1,2,0,2.0,1,0,4,0,2.0,0.0,1,67,0.23809523809523808,5.0,10,36.3,1,1660
24,94,0,1,1,6,75,0,1,1,0,2.0,1,0,4,0,0.0,0.0,0,69,0.25263157894736843,4.0,10,52.8,0,2256
11,92,2,2,1,6,84,1,1,2,0,0.0,1,0,1,0,0.0,0.0,0,68,0.11827956989247312,5.0,7,59.4,2,1012
6,65,2,2,0,6,62,1,0,3,0,0.0,1,1,1,0,0.0,0.0,1,59,0.09090909090909091,4.0,7,44.3,2,390
17,89,2,0,1,9,79,1,0,0,1,1.0,1,2,2,0,1.0,0.0,0,67,0.18888888888888888,3.0,11,55.3,0,1513
13,77,1,2,1,7,63,0,1,0,2,0.0,1,2,1,0,0.0,1.0,1,63,0.16666666666666666,4.0,8,44.099999999999994,0,1001
17,72,2,2,1,7,61,0,1,1,1,1.0,1,0,4,0,0.0,0.0,0,65,0.2328767123287671,6.0,11,42.99999999999999,0,1224
19,62,1,1,0,7,91,0,1,1,0,1.0,1,2,3,0,1.0,0.0,1,63,0.30158730158730157,4.0,10,63.99999999999999,0,1178
17,79,1,1,0,7,67,0,1,1,0,1.0,0,2,3,0,0.0,0.0,0,64,0.2125,4.0,10,47.199999999999996,0,1343
29,74,2,1,1,6,91,2,1,3,0,2.0,1,2,4,0,1.0,2.0,0,72,0.38666666666666666,6.0,10,64.6,2,2146
22,70,0,1,1,5,61,2,1,1,0,1.0,1,0,3,0,1.0,1.0,1,63,0.30985915492957744,3.0,8,42.99999999999999,2,1540
22,88,1,1,0,9,68,1,0,2,1,1.0,1,1,2,1,0.0,0.0,1,66,0.24719101123595505,3.0,11,48.199999999999996,1,1936
24,91,1,1,1,8,55,0,1,0,1,0.0,0,1,2,0,1.0,1.0,0,67,0.2608695652173913,3.0,10,38.5,0,2184
13,70,2,2,1,8,75,2,1,1,2,1.0,1,2,2,1,2.0,1.0,1,66,0.18309859154929578,6.0,10,52.8,4,910
26,62,1,1,1,8,69,1,1,2,1,2.0,1,2,3,0,1.0,1.0,0,66,0.4126984126984127,5.0,11,48.9,1,1612
20,94,1,1,1,10,50,0,1,1,0,2.0,0,0,4,1,2.0,0.0,0,68,0.21052631578947367,5.0,14,35.3,0,1880
24,60,2,2,0,6,73,1,1,1,0,1.0,0,2,5,0,2.0,1.0,1,66,0.39344262295081966,6.0,11,51.39999999999999,2,1440
14,97,1,1,1,5,54,1,1,3,1,1.0,1,0,2,0,1.0,0.0,0,68,0.14285714285714285,4.0,7,38.699999999999996,1,1358
11,85,1,1,1,8,92,0,1,2,1,1.0,1,0,4,0,0.0,2.0,0,65,0.12790697674418605,4.0,12,64.99999999999999,0,935
25,73,1,1,1,5,75,0,1,0,1,1.0,0,2,2,0,1.0,0.0,0,67,0.33783783783783783,4.0,7,52.5,0,1825
22,70,2,0,0,7,85,1,1,0,2,1.0,0,0,3,0,0.0,2.0,1,64,0.30985915492957744,4.0,10,59.49999999999999,0,1540
15,60,0,2,0,7,91,0,1,0,0,1.0,0,0,2,0,1.0,2.0,1,59,0.2459016393442623,4.0,9,63.699999999999996,0,900
15,69,1,1,1,8,53,0,0,0,2,1.0,0,0,3,0,0.0,0.0,1,60,0.21428571428571427,3.0,11,37.099999999999994,0,1035
27,66,0,2,0,6,67,0,1,1,2,2.0,1,0,4,0,1.0,2.0,0,65,0.40298507462686567,5.0,10,47.199999999999996,0,1782
13,84,1,1,1,9,51,2,1,0,0,1.0,1,0,4,0,0.0,0.0,0,64,0.15294117647058825,4.0,13,35.699999999999996,2,1092
30,67,1,2,0,6,52,1,1,1,0,1.0,1,1,1,0,0.0,0.0,0,66,0.4411764705882353,5.0,7,36.699999999999996,2,2010
15,81,1,1,1,8,52,1,1,0,1,1.0,1,1,2,0,2.0,0.0,1,65,0.18292682926829268,4.0,10,36.4,1,1215
24,84,1,1,1,6,74,1,1,2,1,2.0,1,2,2,0,0.0,2.0,1,69,0.2823529411764706,5.0,8,52.4,1,2016
18,72,2,2,1,8,73,1,1,0,1,1.0,0,2,4,1,0.0,0.0,0,66,0.2465753424657534,6.0,12,51.099999999999994,2,1296
24,61,2,1,1,5,53,1,1,1,0,2.0,0,1,5,0,1.0,,0,65,0.3870967741935484,6.0,10,37.39999999999999,1,1464
17,61,2,1,0,7,63,0,1,1,1,1.0,1,2,4,0,1.0,1.0,0,62,0.27419354838709675,5.0,11,44.39999999999999,0,1037
19,61,1,0,0,9,62,1,1,2,1,1.0,1,1,2,0,0.0,2.0,0,60,0.3064516129032258,3.0,11,44.0,0,1159
20,90,0,1,0,7,65,0,0,4,0,2.0,1,2,4,0,1.0,1.0,0,68,0.21978021978021978,3.0,11,46.7,0,1800
14,73,1,2,1,9,82,1,1,1,1,1.0,1,0,3,0,0.0,0.0,0,64,0.1891891891891892,5.0,12,57.699999999999996,2,1022
24,92,2,2,0,7,85,2,1,0,1,1.0,1,2,3,0,1.0,0.0,0,73,0.25806451612903225,6.0,10,59.49999999999999,4,2208
17,77,1,1,1,6,67,0,1,1,0,1.0,1,2,1,0,1.0,0.0,1,64,0.21794871794871795,4.0,7,47.199999999999996,0,1309
19,78,2,2,0,7,89,1,1,2,1,1.0,1,1,4,0,,1.0,0,69,0.24050632911392406,6.0,11,62.9,2,1482
14,81,0,1,0,8,71,0,1,1,0,2.0,1,1,3,1,2.0,0.0,0,63,0.17073170731707318,4.0,11,49.99999999999999,0,1134
5,89,1,1,1,4,76,2,1,2,1,1.0,1,1,3,0,1.0,0.0,1,65,0.05555555555555555,4.0,7,53.8,2,445
19,71,1,1,0,8,57,1,1,2,1,2.0,1,2,4,0,0.0,1.0,1,65,0.2638888888888889,5.0,12,40.5,1,1349
34,65,1,1,1,6,62,2,1,0,1,2.0,1,0,3,0,0.0,0.0,1,67,0.5151515151515151,5.0,9,43.4,2,2210
25,82,1,1,1,5,86,1,0,0,0,0.0,1,2,4,0,0.0,0.0,1,67,0.30120481927710846,2.0,9,60.199999999999996,1,2050
20,73,1,1,0,8,99,0,1,1,1,1.0,0,2,3,0,0.0,0.0,1,66,0.2702702702702703,4.0,11,69.6,0,1460
18,78,1,2,1,9,85,2,1,1,0,2.0,0,0,2,0,2.0,0.0,1,68,0.22784810126582278,6.0,11,59.79999999999999,4,1404
20,86,1,0,1,7,53,1,1,1,0,2.0,1,0,2,0,0.0,0.0,1,65,0.22988505747126436,4.0,9,37.39999999999999,0,1720
23,80,0,0,1,5,57,1,1,1,0,1.0,1,1,4,0,2.0,0.0,1,66,0.2839506172839506,2.0,9,40.199999999999996,0,1840
13,85,2,0,1,6,72,1,1,2,0,1.0,1,2,1,0,1.0,1.0,0,66,0.1511627906976744,4.0,7,51.0,0,1105
27,82,1,1,1,6,87,0,0,2,0,2.0,1,2,2,0,0.0,0.0,1,69,0.3253012048192771,4.0,8,61.5,0,2214
24,90,1,1,0,7,58,1,1,2,0,1.0,0,1,2,0,2.0,0.0,1,70,0.26373626373626374,4.0,9,41.199999999999996,1,2160
24,88,1,0,1,7,88,1,1,2,1,2.0,0,1,2,0,2.0,1.0,1,71,0.2696629213483146,4.0,9,62.199999999999996,0,2112
23,81,2,1,0,8,78,2,1,4,0,0.0,1,2,3,0,0.0,1.0,1,70,0.2804878048780488,4.0,11,55.8,2,1863
20,87,1,1,0,8,89,0,1,2,1,1.0,1,1,3,0,0.0,1.0,1,68,0.22727272727272727,4.0,11,62.9,0,1740
24,95,2,2,1,8,78,1,1,2,0,2.0,1,0,2,0,2.0,2.0,0,73,0.25,7.0,10,55.199999999999996,2,2280
24,77,1,2,0,8,80,2,1,1,0,2.0,1,2,2,1,0.0,1.0,0,68,0.3076923076923077,6.0,10,56.3,4,1848
18,77,1,1,1,7,62,0,1,2,2,1.0,0,1,4,0,1.0,0.0,1,66,0.23076923076923078,4.0,11,44.0,0,1386
17,91,1,0,1,10,86,0,1,1,1,1.0,1,1,3,1,2.0,1.0,0,67,0.18478260869565216,3.0,13,60.49999999999999,0,1547
21,83,1,0,1,8,92,0,1,2,1,1.0,0,0,4,1,0.0,0.0,1,66,0.25,3.0,12,64.99999999999999,0,1743
29,63,1,2,1,8,94,1,1,0,1,2.0,0,2,2,0,2.0,0.0,0,69,0.453125,6.0,10,65.8,2,1827
13,96,1,1,0,10,51,1,1,1,0,0.0,1,2,3,0,2.0,0.0,0,67,0.13402061855670103,3.0,13,35.99999999999999,1,1248
11,61,1,0,1,7,81,2,1,5,1,0.0,1,2,4,1,0.0,0.0,1,61,0.1774193548387097,2.0,11,58.199999999999996,0,671
21,90,1,1,0,6,99,1,1,2,0,1.0,0,0,3,0,1.0,0.0,0,70,0.23076923076923078,4.0,9,69.89999999999999,1,1890
20,90,2,2,0,9,79,1,1,2,0,1.0,1,0,2,0,0.0,0.0,0,70,0.21978021978021978,6.0,11,55.9,2,1800
21,98,1,1,1,9,59,2,0,3,1,1.0,1,1,3,1,1.0,0.0,0,70,0.21212121212121213,3.0,12,42.199999999999996,2,2058
21,62,1,1,0,7,94,0,1,1,0,2.0,0,2,3,0,1.0,1.0,0,64,0.3333333333333333,5.0,10,66.1,0,1302
19,84,2,1,0,10,63,1,1,0,0,1.0,1,0,3,0,1.0,2.0,0,65,0.2235294117647059,5.0,13,44.099999999999994,1,1596
29,77,1,1,0,7,52,1,1,5,0,1.0,1,2,4,0,1.0,0.0,0,70,0.3717948717948718,4.0,11,37.9,1,2233
10,73,0,2,1,8,72,0,1,1,0,2.0,1,2,2,0,1.0,1.0,0,62,0.13513513513513514,5.0,10,50.699999999999996,0,730
15,64,2,2,1,9,55,2,1,1,1,0.0,1,1,3,0,1.0,0.0,0,64,0.23076923076923078,5.0,12,38.8,4,960
19,83,1,2,1,7,56,1,1,1,1,0.0,0,2,3,0,1.0,2.0,0,67,0.2261904761904762,4.0,10,39.49999999999999,2,1577
10,79,2,1,0,8,73,2,0,1,0,0.0,1,1,4,0,0.0,0.0,0,63,0.125,3.0,12,51.39999999999999,2,790
19,64,0,1,1,9,81,2,1,0,1,2.0,1,1,3,1,0.0,0.0,1,62,0.2923076923076923,4.0,12,56.699999999999996,2,1216
30,84,0,1,0,6,95,1,1,2,2,2.0,1,0,2,0,1.0,0.0,1,72,0.35294117647058826,4.0,8,67.1,1,2520
20,90,0,1,0,6,85,2,0,3,0,2.0,0,1,2,0,1.0,0.0,1,69,0.21978021978021978,3.0,8,60.39999999999999,2,1800
21,91,1,2,1,9,92,1,1,5,0,1.0,0,0,2,0,0.0,0.0,1,72,0.22826086956521738,5.0,11,65.89999999999999,2,1911
12,96,0,1,1,7,71,2,1,2,1,1.0,0,2,2,0,1.0,0.0,1,68,0.12371134020618557,3.0,9,50.3,2,1152
16,76,0,1,0,6,66,0,1,1,1,1.0,0,1,3,0,2.0,0.0,0,64,0.2077922077922078,3.0,9,46.49999999999999,0,1216
18,98,2,2,1,7,80,0,1,3,0,1.0,0,1,1,0,1.0,0.0,0,72,0.18181818181818182,6.0,8,56.9,0,1764
18,95,2,2,1,8,85,0,1,2,0,2.0,1,2,3,0,1.0,0.0,0,73,0.1875,7.0,11,60.099999999999994,0,1710
28,72,2,1,1,5,78,0,0,5,1,0.0,0,0,2,0,1.0,2.0,1,67,0.3835616438356164,3.0,7,56.099999999999994,0,2016
23,66,2,0,1,8,63,1,1,0,0,1.0,1,0,4,0,1.0,0.0,0,64,0.34328358208955223,4.0,12,44.099999999999994,0,1518
13,77,1,1,1,8,68,0,1,3,2,1.0,0,1,3,0,0.0,0.0,0,65,0.16666666666666666,4.0,11,48.49999999999999,0,1001
21,76,2,2,1,9,72,0,1,1,0,2.0,1,1,3,0,0.0,1.0,0,67,0.2727272727272727,7.0,12,50.699999999999996,0,1596
23,83,1,1,1,7,51,0,1,3,1,2.0,1,1,2,0,1.0,1.0,1,68,0.27380952380952384,5.0,9,36.599999999999994,0,1909
27,83,1,2,1,9,94,1,1,2,0,2.0,1,2,2,0,0.0,,1,72,0.32142857142857145,6.0,11,66.39999999999999,2,2241
29,90,2,0,1,7,76,0,1,1,1,0.0,1,2,3,0,0.0,1.0,0,71,0.31868131868131866,3.0,10,53.49999999999999,0,2610
14,80,1,1,1,7,88,1,1,1,1,1.0,0,1,3,0,0.0,0.0,1,66,0.1728395061728395,4.0,10,61.89999999999999,1,1120
15,64,2,1,0,7,59,0,1,0,0,1.0,1,1,3,1,0.0,0.0,0,59,0.23076923076923078,5.0,10,41.3,0,960
12,94,1,1,1,10,78,1,1,1,1,2.0,1,1,2,0,0.0,0.0,0,68,0.12631578947368421,5.0,12,54.89999999999999,1,1128
19,72,0,2,1,5,96,0,0,3,0,0.0,1,2,2,0,0.0,1.0,0,64,0.2602739726027397,2.0,7,68.1,0,1368
23,99,0,1,0,8,61,0,1,2,2,2.0,0,2,3,1,0.0,0.0,0,70,0.23,4.0,11,43.3,0,2277
26,65,0,1,1,7,67,1,1,4,2,1.0,0,0,3,0,0.0,1.0,0,65,0.3939393939393939,3.0,10,48.1,1,1690
20,98,2,1,1,7,69,2,0,2,2,2.0,1,0,2,0,1.0,0.0,0,72,0.20202020202020202,5.0,9,48.9,2,1960
18,64,2,2,0,8,69,1,1,3,2,1.0,1,2,3,0,1.0,1.0,1,66,0.27692307692307694,6.0,11,49.199999999999996,2,1152
21,69,1,1,1,9,80,2,1,2,1,2.0,1,2,5,0,1.0,0.0,1,68,0.3,5.0,14,56.6,2,1449
15,62,1,2,0,8,70,1,1,1,0,1.0,0,2,3,0,1.0,0.0,1,62,0.23809523809523808,5.0,11,49.3,2,930
33,88,1,0,0,9,84,1,1,1,0,1.0,1,0,3,0,0.0,0.0,1,70,0.3707865168539326,3.0,12,59.099999999999994,0,2904
10,94,2,1,1,7,74,2,1,3,2,1.0,1,2,3,0,1.0,1.0,1,70,0.10526315789473684,5.0,10,52.699999999999996,2,940
21,77,1,0,1,7,58,1,1,0,0,2.0,1,0,3,0,1.0,0.0,1,64,0.2692307692307692,4.0,10,40.599999999999994,0,1617
32,97,2,0,1,5,97,0,1,1,0,2.0,1,2,5,0,1.0,1.0,0,76,0.32653061224489793,5.0,10,68.19999999999999,0,3104
20,84,1,1,1,10,62,2,1,1,1,1.0,1,1,2,0,1.0,1.0,1,67,0.23529411764705882,4.0,12,43.699999999999996,2,1680
19,85,2,2,0,7,78,0,1,2,0,2.0,0,0,3,0,1.0,0.0,1,69,0.22093023255813954,7.0,10,55.199999999999996,0,1615
18,94,1,0,1,7,53,1,1,4,1,2.0,1,2,3,0,0.0,2.0,0,68,0.18947368421052632,4.0,10,38.3,0,1692
19,72,1,1,1,8,96,0,1,1,1,2.0,1,2,2,0,2.0,1.0,0,67,0.2602739726027397,5.0,10,67.49999999999999,0,1368
28,74,1,1,1,9,96,0,1,0,2,2.0,0,1,3,0,0.0,0.0,0,69,0.37333333333333335,5.0,12,67.19999999999999,0,2072
7,96,2,1,1,6,68,1,1,2,0,2.0,1,1,1,0,0.0,0.0,0,67,0.07216494845360824,6.0,7,48.199999999999996,1,672
29,96,2,2,1,9,56,0,1,0,0,2.0,0,1,4,0,0.0,0.0,1,73,0.29896907216494845,7.0,13,39.199999999999996,0,2784
11,99,1,2,1,7,88,2,0,4,1,0.0,0,1,3,0,1.0,0.0,1,71,0.11,3.0,10,62.8,4,1089
18,96,1,0,0,9,63,1,1,4,0,1.0,0,1,3,0,2.0,0.0,1,70,0.18556701030927836,3.0,12,45.3,0,1728
17,65,2,1,1,6,85,1,1,1,0,1.0,0,1,3,0,,0.0,1,65,0.25757575757575757,5.0,9,59.79999999999999,1,1105
24,93,2,1,1,8,96,1,1,0,1,1.0,1,2,1,0,2.0,1.0,1,73,0.2553191489361702,5.0,9,67.19999999999999,1,2232
10,76,1,1,1,7,80,1,1,1,0,2.0,1,2,4,0,2.0,0.0,0,65,0.12987012987012986,5.0,11,56.3,1,760
23,100,0,1,1,5,93,1,1,4,0,1.0,0,1,3,0,2.0,1.0,1,73,0.22772277227722773,3.0,8,66.3,1,2300
32,79,0,2,1,5,61,1,1,0,0,2.0,1,2,3,0,1.0,0.0,1,70,0.4,5.0,8,42.699999999999996,2,2528
12,82,2,1,1,6,96,2,1,0,0,0.0,0,2,4,1,1.0,0.0,1,66,0.14457831325301204,4.0,10,67.19999999999999,2,984
21,81,0,1,1,8,61,2,1,3,1,0.0,1,0,5,0,0.0,1.0,0,66,0.25609756097560976,2.0,13,43.599999999999994,2,1701
16,73,1,1,1,4,61,0,1,4,0,2.0,0,1,5,0,0.0,1.0,1,64,0.21621621621621623,5.0,9,43.9,0,1168
23,63,1,1,1,8,94,2,1,2,1,1.0,1,1,5,0,2.0,0.0,1,68,0.359375,4.0,13,66.39999999999999,2,1449
20,96,1,1,0,7,78,1,1,1,2,2.0,1,1,2,0,0.0,0.0,1,70,0.20618556701030927,5.0,9,54.89999999999999,1,1920
